LeadID,FirstName,LastName,EmailAddress,PhoneNumber,CompanyName,JobTitle,Industry,LeadStatus,LeadSource,Country,State_Province,PostalCode,AnnualRevenue,NumberOfEmployees,CompanySize,LeadRating,LeadScore,CampaignID,ProductInterest,CreatedDate,ConvertedDate,LastActivityDate,Description,Website,Region
NA-LEAD-000096,Lisa,Jones,lisa.jones@datainc.io,,DataInc,Manager,Healthcare,Nurturing,web form,MX,,75028.0,,1425.0,Small,HOT,35.0,TECH-SUMMIT-2024,cloud suite,2022-02-14,,2022-02-18,Lead from web form,,North America
NA-LEAD-000097,David,Davis,david.davis@futuretech.net,2195916883,FutureTech,,Health Care,Converted,Paid Ads,Mexico,IL,60905.0,1849056.0,1804.0,1-10,warm,,EMAIL-NURTURE-SERIES,Analytics,2024-09-08,2024-10-14,2024-10-07,Lead from Referral,,North America
NA-LEAD-000098,Emily,Jones,emily.jones@example.net,(955) 914-6878,,Dir,Technology,Nurturing,Email Marketing,US,IL,74517.0,11881415.0,749.0,1-10,HOT,2.0,,cloud suite,2022-04-25,,,Lead from LinkedIn,,North America
NA-LEAD-000099,Richard,Williams,richard.williams@smartsolutions.net,5732747120,SmartSolutions,VP Marketing,Retail & Consumer,Converted,Referral,Mexico,NY,30644.0,29417740.0,4001.0,1 to 10,,,,Analytics,2022-12-30,,2023-03-15,Lead from Partner,www.smartsolutions.com,North America
NA-LEAD-000100,Nancy,Jones,nancy.jones@cloudsystems.net,,CloudSystems,Dir,Retail,,REFERRAL,United States,FL,,16071636.0,2627.0,51-200,Warm,85.0,q4-2024-webinar,Analytics,2022-12-30,,2023-02-01,,www.cloudsystems.com,North America
NA-LEAD-000101,Sarah,Jones,sarah.jones@datainc.co,(584) 303-8855,DataInc,Dir,,Converted,REFERRAL,Canada,TX,14379.0,21488729.0,867.0,11-50,,,EMAIL-NURTURE-SERIES,Security Suite,2022-01-03,2022-04-21,2022-03-14,Lead from Referral,www.datainc.com,North America
NA-LEAD-000102,Lisa,Davis,lisa.davis@techcorp.io,+1-913-767-9849,TechCorp,CTO,,Qualified,Trade Show,CA,TX,,36987234.0,1268.0,1-10,,,Q4-2024-WEBINAR,Cloud,2024-06-02,,2024-08-21,Lead from LinkedIn,,North America
NA-LEAD-000103,Emily,Williams,EMILY.WILLIAMS@digitalfirst.io,(389) 579-7249,DigitalFirst,Head of IT,Healthcare,Contacted,Paid Ads,USA,NY,44524.0,18122890.0,1248.0,1 to 10,Warm,,TECH-SUMMIT-2024,,2022-06-17,,2022-08-31,,,North America
NA-LEAD-000104,James,Rodriguez,james.rodriguez@futuretech.com,,FutureTech,Dir,,Nurturing,web form,US,CA,68856.0,11318238.0,1588.0,51-200,Hot,87.0,EMAIL-NURTURE-SERIES,Integration Tools,2024-08-30,,2024-11-18,,www.futuretech.com,North America
NA-LEAD-000105,Sarah,Taylor,sarah.taylor@datainc.com,7356292843,DataInc,VP Marketing,Healthcare,,Cold Call,United States,CA,23237.0,36045754.0,3376.0,1000+,H,73.0,,cloud suite,2022-06-28,,,,,North America
NA-LEAD-000106,Lisa,Anderson,,(475) 581-1331,FutureTech,Head of IT,TECH,Converted,Trade Show,CA,NY,99764.0,,1110.0,1000+,W,41.0,TECH-SUMMIT-2024,,2022-03-21,,2022-04-01,,,North America
NA-LEAD-000107,Karen,Miller,karen.miller@globalenterprises.co,,GlobalEnterprises,Dir,Technology,New,Cold Call,Canada,,17553.0,30731751.0,,Small,HOT,59.0,,,2024-11-23,,2024-12-08,Lead from LinkedIn,www.globalenterprises.com,North America
NA-LEAD-000108,Lisa,Davis,lisa.davis@cloudsystems.com,(366) 785-4511,CloudSystems,CEO,,Converted,LinkedIn,Canada,NY,77276.0,,82.0,Large,Cold,76.0,Q42024WEB,Cloud Suite,2024-08-29,,2024-11-14,Lead from Trade Show,www.cloudsystems.com,North America
NA-LEAD-000109,Nancy,Anderson,nancy.anderson@digitalfirst.co,+1-878-583-5631,DigitalFirst,CTO,,Converted,Referral,,CA,46239.0,18681433.0,2457.0,201-1000,Cold,30.0,Q4-2024-WEBINAR,,2024-05-17,,2024-08-12,,,North America
NA-LEAD-000110,Jennifer,Jones,jennifer.jones@digitalfirst.io,+1-747-853-8794,DigitalFirst,Head of IT,Health Care,New,Trade Show,US,,83170.0,6650030.0,2128.0,Enterprise,Cold,42.0,q4-2024-webinar,Analytics Platform,2024-05-07,,2024-06-04,Lead from Trade Show,www.digitalfirst.com,North America
NA-LEAD-000111,Sarah,Garcia,sarah.garcia@digitalfirst.com,+1-322-897-7253,DigitalFirst,manager,Manufacturing,Contacted,Partner,USA,,28004.0,23096186.0,4674.0,Large,Cold,91.0,HOLIDAY-PROMO-2024,Analytics Platform,2023-08-26,,2023-11-14,Lead from Email Marketing,www.digitalfirst.com,North America
NA-LEAD-000112,John,Davis,john.davis@digitalfirst.com,(639) 613-8029,DigitalFirst,,Tech,Qualified,Web Form,USA,IL,58903.0,21723357.0,4360.0,201-1000,Hot,80.0,q4-2024-webinar,Integration Tools,2023-03-05,,2023-04-18,Lead from Referral,www.digitalfirst.com,North America
NA-LEAD-000113,Lisa,Jones,lisa.jones@cloudsystems.io,3375509031,CloudSystems,Head of IT,TECH,Disqualified,LinkedIn,US,,39939.0,8905070.0,189.0,,C,,TECH-SUMMIT-2024,Cloud Suite,2022-05-14,,2022-08-03,,www.cloudsystems.com,North America
NA-LEAD-000114,John,Martinez,john.martinez@techcorp.io,+1-911-902-1152,TechCorp,CTO,Tech,New,REFERRAL,United States,WA,91631.0,9304888.0,869.0,Enterprise,Warm,100.0,Q4-2024-WEBINAR,cloud suite,2022-08-10,2022-08-18,,,,North America
NA-LEAD-000115,Robert,Brown,robert.brown@smartsolutions.io,+1-291-313-9095,SmartSolutions,VP Sales,Financial Services,Converted,,United States,WA,43540.0,30752056.0,2435.0,1000+,W,,Q42024WEB,Security Suite,2024-04-19,,2024-05-26,Lead from REFERRAL,www.smartsolutions.com,North America
NA-LEAD-000116,Nancy,Johnson,nancy.johnson@datainc.co,+1-950-295-7105,DataInc,Head of IT,Healthcare,Converted,Referral,MX,FL,45629.0,46398568.0,3464.0,1 to 10,Cold,,q4-2024-webinar,Cloud Suite,2022-04-04,2022-09-17,2022-04-24,,www.datainc.com,North America
NA-LEAD-000117,Jennifer,Martinez,jennifer.martinez@globalenterprises.net,(621) 651-1753,GlobalEnterprises,Director,Manufacturing,Converted,REFERRAL,Mexico,CA,98857.0,38798259.0,1844.0,1 to 10,,88.0,q4-2024-webinar,Analytics Platform,2023-01-07,,2023-02-07,Lead from REFERRAL,www.globalenterprises.com,North America
NA-LEAD-000118,James,Williams,JAMES.WILLIAMS@example.net,(446) 538-5557,,Manager,Health Care,Converted,LinkedIn,,WA,40801.0,,4704.0,Large,Warm,57.0,TECH-SUMMIT-2024,Analytics Platform,2022-04-22,2022-08-30,2022-07-14,,,North America
NA-LEAD-000119,James,Miller,james.miller@techcorp.co,(255) 428-8445,TechCorp,Head of IT,Health Care,Disqualified,web form,,WA,69314.0,,1826.0,1-10,,81.0,Q42024WEB,Cloud,2022-01-01,,2022-02-17,Lead from Web Form,www.techcorp.com,North America
NA-LEAD-000120,Jennifer,Williams,jennifer.williams@futuretech.co,+1-546-310-7790,FutureTech,Manager,,Converted,REFERRAL,United States,,69950.0,33936126.0,4096.0,1-10,C,70.0,EMAIL-NURTURE-SERIES,cloud suite,2022-08-08,2022-09-08,2022-08-30,Lead from Cold Call,www.futuretech.com,North America
NA-LEAD-000121,Michael,Johnson,michael.johnson@futuretech.net,,FutureTech,CTO,Finance,,Cold Call,US,FL,77147.0,47176486.0,2581.0,Enterprise,HOT,79.0,q4-2024-webinar,Cloud,2023-10-22,,2024-01-16,,www.futuretech.com,North America
NA-LEAD-000122,Michael,Rodriguez,michael.rodriguez@example.co,,,manager,Manufacturing,Converted,Partner,USA,IL,,3661131.0,1647.0,1000+,Cold,87.0,TECH-SUMMIT-2024,Security Suite,2023-10-23,,2024-01-19,Lead from LinkedIn,,North America
NA-LEAD-000123,Richard,Rodriguez,richard.rodriguez@techcorp.net,(443) 723-5712,TechCorp,Manager,Tech,Contacted,Partner,MX,,50980.0,3710604.0,,1000+,HOT,99.0,Q42024WEB,cloud suite,2024-01-05,,2024-03-26,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000124,Lisa,Rodriguez,lisa.rodriguez@innovatelab.com,(769) 470-3131,InnovateLab,VP Sales,Retail & Consumer,Converted,Trade Show,USA,NY,30290.0,,4899.0,1-10,warm,73.0,,Analytics,2023-02-01,2023-07-26,,Lead from None,,North America
NA-LEAD-000125,Michael,Rodriguez,michael.rodriguez@datainc.net,(500) 423-9691,DataInc,,Health Care,Converted,REFERRAL,USA,CA,68414.0,43201631.0,2007.0,1-10,,14.0,EMAIL-NURTURE-SERIES,Cloud,2024-10-31,2025-02-12,2024-12-06,,www.datainc.com,North America
NA-LEAD-000126,Richard,Garcia,richard.garcia@example.com,+1-991-750-9736,,Manager,,New,Referral,Canada,WA,37941.0,28568214.0,1694.0,Enterprise,H,9.0,q4-2024-webinar,Security Suite,2024-11-07,,,Lead from Web Form,,North America
NA-LEAD-000127,Jane,Johnson,jane.johnson@techcorp.co,(523) 217-7381,TechCorp,Director,Health Care,Contacted,Web Form,United States,,15965.0,4971395.0,4129.0,11-50,warm,38.0,,Analytics Platform,2022-12-31,,2023-02-25,Lead from REFERRAL,,North America
NA-LEAD-000128,Michael,Rodriguez,michael.rodriguez@innovatelab.io,+1-768-344-3019,InnovateLab,Manager,Technology,Disqualified,web form,MX,IL,21157.0,49856557.0,2826.0,201-1000,H,65.0,HOLIDAY-PROMO-2024,Security Suite,2022-10-07,,,Lead from Trade Show,,North America
NA-LEAD-000129,Michael,Anderson,michael.anderson@techcorp.co,(887) 871-4842,TechCorp,Director,Manufacturing,Contacted,web form,United States,TX,69067.0,44353078.0,4795.0,51-200,,54.0,HOLIDAY-PROMO-2024,Cloud Suite,2024-08-02,,2024-08-30,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000130,Karen,Garcia,karen.garcia@cloudsystems.com,4873439824,CloudSystems,CEO,Manufacturing,new,REFERRAL,United States,WA,,,265.0,,H,27.0,Q4-2024-WEBINAR,Cloud,2023-11-11,,2024-01-19,Lead from Cold Call,www.cloudsystems.com,North America
NA-LEAD-000131,Emily,Martinez,emily.martinez@digitalfirst.net,+1-363-383-3395,DigitalFirst,,Education,Contacted,Web Form,Canada,,18239.0,15804727.0,,201-1000,C,46.0,EMAIL-NURTURE-SERIES,cloud suite,2022-10-02,,2022-10-07,,www.digitalfirst.com,North America
NA-LEAD-000132,Jane,Taylor,jane.taylor@example.co,2797295121,,VP Marketing,Retail,Disqualified,,MX,NY,55224.0,32453860.0,64.0,Enterprise,Cold,29.0,Q4-2024-WEBINAR,Cloud,2023-07-15,,2023-08-07,,,North America
NA-LEAD-000133,Lisa,Taylor,lisa.taylor@datainc.net,6202224992,DataInc,Manager,Healthcare,Converted,web form,US,TX,15136.0,9955950.0,,1000+,Cold,51.0,,Cloud Suite,2023-04-17,,2023-07-10,Lead from Referral,,North America
NA-LEAD-000134,Lisa,Davis,lisa.davis@globalenterprises.net,(371) 941-6614,GlobalEnterprises,,Retail & Consumer,Converted,web form,United States,TX,27329.0,,4141.0,1 to 10,H,77.0,Q4-2024-WEBINAR,Security Suite,2022-12-16,2023-01-22,2023-03-04,Lead from None,www.globalenterprises.com,North America
NA-LEAD-000135,Jane,Johnson,jane.johnson@globalenterprises.co,+1-742-639-4759,GlobalEnterprises,,TECH,New,Partner,Mexico,IL,85513.0,,3918.0,201-1000,Warm,69.0,EMAIL-NURTURE-SERIES,Cloud,2022-09-24,,,Lead from Web Form,www.globalenterprises.com,North America
NA-LEAD-000136,Jane,Rodriguez,jane.rodriguez@techcorp.io,(778) 574-5514,TechCorp,VP Marketing,TECH,Converted,LinkedIn,MX,IL,73238.0,37620151.0,2088.0,1000+,,50.0,q4-2024-webinar,Security Suite,2024-02-08,,2024-05-02,,,North America
NA-LEAD-000137,Richard,Taylor,richard.taylor@cloudsystems.com,,CloudSystems,Manager,TECH,Converted,Referral,US,FL,67065.0,,3047.0,11-50,Hot,51.0,,Cloud,2022-07-25,2022-10-20,2022-10-09,,www.cloudsystems.com,North America
NA-LEAD-000138,Michael,Anderson,michael@invalid,(728) 915-4795,GlobalEnterprises,Dir,Healthcare,Converted,REFERRAL,USA,NY,10037.0,5927922.0,3282.0,Small,H,25.0,,Cloud Suite,2024-06-18,2024-10-29,2024-06-26,Lead from None,,North America
NA-LEAD-000139,Karen,Rodriguez,karen.rodriguez@smartsolutions.co,+1-616-718-2744,SmartSolutions,manager,Financial Services,Disqualified,,CA,NY,77277.0,36198085.0,4719.0,1000+,W,72.0,EMAIL-NURTURE-SERIES,Integration Tools,2023-12-13,,2024-02-09,Lead from web form,www.smartsolutions.com,North America
NA-LEAD-000140,Jennifer,Johnson,jennifer.johnson@digitalfirst.io,+1-469-454-5706,DigitalFirst,Director,Tech,Nurturing,REFERRAL,Mexico,CA,33394.0,23825528.0,4709.0,1000+,Cold,87.0,HOLIDAY-PROMO-2024,cloud suite,2022-05-19,,2022-06-18,Lead from Trade Show,,North America
NA-LEAD-000141,Emily,Brown,emily.brown@smartsolutions.com,(243) 693-7081,SmartSolutions,Dir,Education,Contacted,Paid Ads,CA,FL,76995.0,15004394.0,1060.0,1-10,C,61.0,,Cloud Suite,2022-11-16,,2023-01-05,Lead from Cold Call,www.smartsolutions.com,North America
NA-LEAD-000142,Jane,Taylor,jane.taylor@example.io,+1-761-469-4885,,CTO,Finance,Converted,web form,Mexico,NY,65567.0,47124028.0,3000.0,Medium,warm,73.0,HOLIDAY-PROMO-2024,Integration Tools,2024-07-31,,2024-09-03,Lead from None,,North America
NA-LEAD-000143,James,Miller,,(337) 845-9470,InnovateLab,manager,technology,Qualified,Email Marketing,,NY,84427.0,,,51-200,Hot,32.0,EMAIL-NURTURE-SERIES,Analytics Platform,2022-10-26,,2022-12-07,,www.innovatelab.com,North America
NA-LEAD-000144,Robert,Jones,robert.jones@smartsolutions.net,+1-532-889-9363,SmartSolutions,,TECH,Converted,Paid Ads,United States,FL,70784.0,9820607.0,2773.0,Medium,H,9.0,Q4-2024-WEBINAR,Security Suite,2022-02-10,,2022-03-22,Lead from Trade Show,www.smartsolutions.com,North America
NA-LEAD-000145,Lisa,Anderson,lisa.anderson@futuretech.net,+1-945-440-5122,FutureTech,Director,Retail,Converted,Cold Call,MX,CA,,31854961.0,225.0,Medium,C,10.0,Q4-2024-WEBINAR,Cloud,2023-07-10,,2023-07-20,Lead from Partner,www.futuretech.com,North America
NA-LEAD-000146,Emily,Taylor,emily@invalid,(533) 687-8654,DigitalFirst,manager,Manufacturing,Qualified,,,TX,80685.0,40203196.0,4630.0,Medium,C,68.0,TECH-SUMMIT-2024,Analytics,2024-06-26,,2024-07-25,Lead from Paid Ads,www.digitalfirst.com,North America
NA-LEAD-000147,James,Jones,james.jones@cloudsystems.com,(973) 688-5908,CloudSystems,Manager,TECH,Converted,Partner,CA,IL,10946.0,12754784.0,4602.0,Medium,H,91.0,q4-2024-webinar,,2023-09-14,2023-10-19,2023-10-12,,www.cloudsystems.com,North America
NA-LEAD-000148,Emily,Rodriguez,emily.rodriguez@digitalfirst.io,(663) 478-9060,DigitalFirst,CEO,Education,Disqualified,Web Form,US,CA,12900.0,6963457.0,1034.0,Large,Hot,19.0,Q4-2024-WEBINAR,cloud suite,2023-08-07,,2023-09-29,Lead from Paid Ads,www.digitalfirst.com,North America
NA-LEAD-000149,Jennifer,Taylor,,2737568702,TechCorp,VP Sales,Retail,Converted,Trade Show,MX,,,48061532.0,3638.0,201-1000,Hot,,q4-2024-webinar,Analytics Platform,2023-11-08,2023-12-16,2023-12-04,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000150,Sarah,Williams,sarah.williams@techcorp.net,+1-644-532-1246,TechCorp,VP Sales,TECH,Converted,Trade Show,United States,FL,11170.0,39095418.0,3903.0,,Cold,11.0,HOLIDAY-PROMO-2024,Security Suite,2022-09-08,2022-10-29,2022-12-04,Lead from REFERRAL,,North America
NA-LEAD-000151,Sarah,Anderson,sarah.anderson@cloudsystems.co,+1-586-566-3207,CloudSystems,CTO,Technology,Converted,Paid Ads,,IL,74237.0,12624307.0,2661.0,Large,warm,76.0,Q42024WEB,Security Suite,2022-08-08,2022-12-29,,,,North America
NA-LEAD-000152,David,Rodriguez,david.rodriguez@smartsolutions.io,+1-938-264-9830,SmartSolutions,VP Marketing,Retail,Converted,,,,90352.0,27601516.0,914.0,11-50,C,5.0,Q42024WEB,Security Suite,2024-07-18,2024-10-24,,,,North America
NA-LEAD-000153,Emily,Johnson,emily.johnson@techcorp.net,,TechCorp,Director,Finance,Disqualified,REFERRAL,USA,NY,64519.0,47642186.0,,,warm,93.0,Q4-2024-WEBINAR,Cloud,2024-03-06,2024-03-21,,,www.techcorp.com,North America
NA-LEAD-000154,Jane,Taylor,jane.taylor@innovatelab.co,7905668515,InnovateLab,VP Marketing,Financial Services,Converted,Cold Call,US,IL,54238.0,35929454.0,3639.0,Small,,41.0,Q42024WEB,Analytics,2024-02-29,2024-05-03,2024-05-20,Lead from Email Marketing,www.innovatelab.com,North America
NA-LEAD-000155,Lisa,Rodriguez,lisa.rodriguez@innovatelab.com,,InnovateLab,Dir,Technology,Disqualified,,US,NY,,14516514.0,187.0,1000+,C,73.0,,Security Suite,2024-02-08,,,Lead from Cold Call,,North America
NA-LEAD-000156,Sarah,Martinez,sarah.martinez@innovatelab.com,3776992562,InnovateLab,Dir,,Converted,Trade Show,USA,WA,60010.0,,,Small,,55.0,EMAIL-NURTURE-SERIES,Analytics Platform,2023-04-23,2023-09-17,2023-05-22,Lead from web form,www.innovatelab.com,North America
NA-LEAD-000157,William,Anderson,william.anderson@futuretech.net,6026569269,FutureTech,Director,Retail,Converted,Partner,CA,,27326.0,32034065.0,413.0,Enterprise,H,51.0,,,2022-04-21,,2022-05-07,Lead from Paid Ads,www.futuretech.com,North America
NA-LEAD-000158,Jennifer,Miller,jennifer.miller@innovatelab.com,(574) 556-4120,InnovateLab,Head of IT,Education,Converted,web form,USA,,55838.0,29776217.0,3618.0,1-10,HOT,,TECH-SUMMIT-2024,Security Suite,2023-05-20,2023-09-08,2023-05-30,,,North America
NA-LEAD-000159,Lisa,Williams,lisa@invalid,+1-750-416-4339,DigitalFirst,manager,Health Care,Converted,Trade Show,,FL,28526.0,44946208.0,,,C,,HOLIDAY-PROMO-2024,Cloud Suite,2022-01-29,2022-04-18,2022-04-28,Lead from Web Form,www.digitalfirst.com,North America
NA-LEAD-000160,John,Johnson,,,FutureTech,VP Marketing,Retail,Converted,Partner,,WA,,40171132.0,1537.0,201-1000,C,71.0,q4-2024-webinar,Cloud Suite,2023-07-10,,,Lead from Trade Show,www.futuretech.com,North America
NA-LEAD-000161,James,Taylor,james.taylor@cloudsystems.io,5962305590,CloudSystems,CEO,Healthcare,Converted,Email Marketing,MX,WA,,35044782.0,1873.0,Medium,HOT,54.0,TECH-SUMMIT-2024,Analytics,2022-02-07,2022-07-18,2022-02-23,,,North America
NA-LEAD-000162,Robert,Anderson,robert.anderson@innovatelab.net,(361) 525-2111,InnovateLab,manager,Health Care,Converted,Referral,US,NY,29073.0,21486752.0,3401.0,Medium,warm,81.0,q4-2024-webinar,Cloud,2022-10-10,2023-02-22,,,,North America
NA-LEAD-000163,John,Martinez,john.martinez@digitalfirst.co,6809297126,DigitalFirst,VP Sales,Tech,Nurturing,Paid Ads,,TX,39658.0,,132.0,1000+,H,85.0,HOLIDAY-PROMO-2024,Integration Tools,2023-04-18,,,Lead from Paid Ads,www.digitalfirst.com,North America
NA-LEAD-000164,Jennifer,Taylor,,5899376126,SmartSolutions,VP Marketing,Retail & Consumer,,web form,,IL,15047.0,30407006.0,357.0,201-1000,C,94.0,Q4-2024-WEBINAR,,2024-07-26,,2024-10-14,Lead from LinkedIn,,North America
NA-LEAD-000165,James,Jones,james.jones@digitalfirst.co,(939) 712-2854,DigitalFirst,VP Sales,TECH,Converted,web form,,TX,52396.0,12104338.0,1664.0,Large,Warm,88.0,q4-2024-webinar,Security Suite,2024-08-02,2024-08-16,2024-08-17,,www.digitalfirst.com,North America
NA-LEAD-000166,William,Garcia,william.garcia@datainc.io,3533663369,DataInc,VP Sales,TECH,Qualified,Web Form,MX,NY,68491.0,12226305.0,1087.0,201-1000,Hot,32.0,Q4-2024-WEBINAR,cloud suite,2024-02-26,,2024-04-29,Lead from Web Form,www.datainc.com,North America
NA-LEAD-000167,Jennifer,Brown,jennifer.brown@innovatelab.io,(412) 250-4028,InnovateLab,VP Sales,Technology,new,REFERRAL,Mexico,CA,,,4952.0,1000+,,6.0,Q4-2024-WEBINAR,,2024-09-01,,2024-09-21,Lead from web form,www.innovatelab.com,North America
NA-LEAD-000168,Nancy,Martinez,nancy.martinez@example.io,9766372063,,CTO,Finance,Converted,Cold Call,United States,WA,53150.0,35308411.0,1722.0,,Hot,,q4-2024-webinar,Analytics Platform,2022-12-30,,2023-03-28,Lead from Trade Show,,North America
NA-LEAD-000169,James,Martinez,james.martinez@smartsolutions.co,+1-824-438-5759,SmartSolutions,CEO,Technology,Converted,Referral,USA,FL,25456.0,14013736.0,3406.0,Medium,Hot,71.0,Q42024WEB,Integration Tools,2023-06-16,,,,,North America
NA-LEAD-000170,Richard,Johnson,richard.johnson@digitalfirst.co,2293794178,DigitalFirst,Head of IT,Education,Converted,REFERRAL,,FL,94626.0,,3783.0,Enterprise,,52.0,q4-2024-webinar,Cloud Suite,2023-09-07,,2023-10-15,Lead from REFERRAL,www.digitalfirst.com,North America
NA-LEAD-000171,Robert,Smith,robert.smith@innovatelab.io,3697847382,InnovateLab,VP Sales,Retail & Consumer,Converted,Referral,CA,WA,14145.0,5924900.0,1956.0,Small,W,38.0,HOLIDAY-PROMO-2024,Cloud,2023-11-11,,,Lead from Web Form,www.innovatelab.com,North America
NA-LEAD-000172,Jane,Davis,jane.davis@example.io,+1-300-728-3174,,CEO,technology,Qualified,Web Form,,FL,78464.0,,370.0,1 to 10,Warm,5.0,Q4-2024-WEBINAR,Cloud,2022-02-21,,,Lead from REFERRAL,,North America
NA-LEAD-000173,Emily,Garcia,emily.garcia@innovatelab.net,+1-837-773-9422,InnovateLab,Director,Retail,Converted,,Mexico,IL,28554.0,19109773.0,1413.0,11-50,warm,43.0,,cloud suite,2023-01-30,2023-05-23,,,www.innovatelab.com,North America
NA-LEAD-000174,John,Johnson,john.johnson@futuretech.co,(402) 930-9740,FutureTech,Director,TECH,Converted,Paid Ads,US,CA,71377.0,,3822.0,Large,HOT,18.0,Q42024WEB,Cloud,2022-04-21,2022-09-21,2022-06-10,,www.futuretech.com,North America
NA-LEAD-000175,Sarah,Garcia,sarah.garcia@globalenterprises.io,3307202686,GlobalEnterprises,VP Marketing,technology,Converted,Referral,Mexico,IL,49599.0,26998338.0,1964.0,,HOT,61.0,EMAIL-NURTURE-SERIES,Analytics Platform,2024-09-25,2024-12-24,2024-12-22,Lead from Partner,www.globalenterprises.com,North America
NA-LEAD-000176,Sarah,Rodriguez,sarah.rodriguez@innovatelab.com,(768) 299-8294,InnovateLab,VP Sales,Manufacturing,Contacted,Partner,United States,IL,,25528287.0,513.0,11-50,HOT,74.0,Q42024WEB,Cloud Suite,2022-12-21,,2023-03-15,,www.innovatelab.com,North America
NA-LEAD-000177,James,Martinez,james.martinez@globalenterprises.io,,GlobalEnterprises,Head of IT,Financial Services,Converted,web form,USA,IL,62978.0,19842398.0,,Enterprise,Hot,,,Analytics,2023-02-05,2023-04-23,,,,North America
NA-LEAD-000178,James,Taylor,james.taylor@futuretech.co,(568) 627-3527,FutureTech,CTO,,,Cold Call,US,CA,,,3997.0,1 to 10,H,17.0,Q4-2024-WEBINAR,Security Suite,2023-10-14,,2023-12-06,Lead from web form,www.futuretech.com,North America
NA-LEAD-000179,Lisa,Williams,lisa.williams@globalenterprises.com,4429299220,GlobalEnterprises,CTO,Tech,new,,Mexico,CA,84468.0,24834891.0,3954.0,11-50,Cold,67.0,Q42024WEB,Cloud,2024-11-09,,2024-11-19,Lead from web form,,North America
NA-LEAD-000180,Jennifer,Anderson,,(680) 787-6431,DataInc,VP Marketing,Education,Converted,Trade Show,CA,TX,,20505848.0,4627.0,1000+,Hot,74.0,HOLIDAY-PROMO-2024,Cloud Suite,2023-10-02,,2023-11-08,Lead from web form,,North America
NA-LEAD-000181,Jennifer,Johnson,JENNIFER.JOHNSON@cloudsystems.io,+1-378-805-3476,CloudSystems,,Education,Converted,Cold Call,CA,,73559.0,35492466.0,2818.0,11-50,Cold,19.0,Q42024WEB,cloud suite,2024-11-01,2025-01-05,2024-12-23,Lead from LinkedIn,www.cloudsystems.com,North America
NA-LEAD-000182,Nancy,Anderson,nancy.anderson@cloudsystems.com,(508) 687-9724,CloudSystems,CEO,Tech,Converted,REFERRAL,MX,FL,79526.0,896115.0,3686.0,Medium,,87.0,Q4-2024-WEBINAR,Analytics Platform,2023-03-08,,2023-05-28,Lead from Partner,www.cloudsystems.com,North America
NA-LEAD-000183,William,Jones,william.jones@smartsolutions.net,(399) 732-6528,SmartSolutions,VP Sales,Education,Converted,,USA,WA,,,4312.0,11-50,W,92.0,TECH-SUMMIT-2024,Cloud,2023-07-08,,,,,North America
NA-LEAD-000184,Lisa,Anderson,lisa.anderson@innovatelab.net,4595018650,InnovateLab,Director,,Contacted,Paid Ads,CA,,97500.0,21803283.0,616.0,1000+,Hot,42.0,Q4-2024-WEBINAR,Cloud,2022-09-07,,2022-10-10,,,North America
NA-LEAD-000185,Emily,Martinez,emily.martinez@futuretech.com,3052352194,FutureTech,Director,Retail & Consumer,Contacted,Trade Show,,CA,29510.0,158226.0,3208.0,1000+,Cold,50.0,,Cloud Suite,2023-01-01,,2023-03-04,Lead from Partner,www.futuretech.com,North America
NA-LEAD-000186,Richard,Johnson,richard.johnson@example.io,(256) 847-2485,,Head of IT,Health Care,Converted,Email Marketing,United States,,48005.0,11952653.0,3157.0,1 to 10,HOT,49.0,Q4-2024-WEBINAR,Analytics,2023-04-08,2023-08-10,2023-06-27,Lead from LinkedIn,,North America
NA-LEAD-000187,Michael,Smith,michael.smith@innovatelab.io,,InnovateLab,,Technology,Nurturing,Web Form,Mexico,CA,15611.0,14305481.0,4295.0,Large,C,,,Integration Tools,2022-02-21,,2022-02-25,Lead from Paid Ads,www.innovatelab.com,North America
NA-LEAD-000188,Jennifer,Martinez,,(299) 667-3796,TechCorp,Dir,Financial Services,Qualified,Referral,United States,FL,90691.0,13699016.0,3303.0,Small,Warm,73.0,,Security Suite,2023-05-13,2023-06-23,2023-06-09,Lead from web form,,North America
NA-LEAD-000189,Jane,Johnson,jane.johnson@digitalfirst.com,8478277162,DigitalFirst,VP Sales,Technology,Qualified,Paid Ads,United States,CA,,47528602.0,2334.0,Medium,W,26.0,HOLIDAY-PROMO-2024,Cloud,2022-10-17,,2022-12-08,,,North America
NA-LEAD-000190,Nancy,Smith,nancy.smith@cloudsystems.com,+1-742-297-6929,CloudSystems,manager,Health Care,Contacted,LinkedIn,,,37277.0,13100261.0,1232.0,1 to 10,W,20.0,q4-2024-webinar,Cloud Suite,2024-10-20,,,Lead from LinkedIn,www.cloudsystems.com,North America
NA-LEAD-000191,Sarah,Martinez,sarah@invalid,(272) 440-8287,GlobalEnterprises,Dir,Retail & Consumer,Converted,Email Marketing,MX,TX,52688.0,7490891.0,813.0,201-1000,H,48.0,HOLIDAY-PROMO-2024,Analytics Platform,2022-03-30,,2022-05-31,,www.globalenterprises.com,North America
