Lead_ID,First_Name,Last_Name,Email_Address,Phone,Company,Job_Title,Industry_Sector,Status,Source,Country_Code,State,Zip_Code,Annual_Revenue_USD,Employee_Count,Size,Rating,Score,Campaign_Code,Product_Interest,Date_Created,Date_Converted,Last_Activity,Notes,Web_Site,Region
LATAM-LEAD-000089,Carlos,Fernández,carlos.fernández@solucionessmart.cl,+54 9 45 4841-6263,SolucionesSmart,Dir,Consumer Goods,Converted,Web Form,Brazil,RJ,20178.0,28778372.0,,Large,,37.0,PROMO-NAVIDAD-2024,Integration Tools,2023-04-11,,2023-06-16,,,LATAM
LATAM-LEAD-000090,Carlos,López,carlos.lópez@futurotech.com.co,+54 9 69 3152-7352,FuturoTech,CEO,Tech,NEW,,Brasil,BA,21420.0,34830796.0,4689.0,1-10,Hot,,EMAIL-NUTRICION,,2022-06-18,,,Lead from Web Form,www.futurotech.com.br,LATAM
LATAM-LEAD-000091,Luis,Martínez,LUIS.MARTÍNEZ@tecnobrasil.com.co,,TecnoBrasil,CEO,TECH,,LinkedIn,Colombia,,76741.0,1915279.0,3614.0,201-1000,Hot,60.0,t4-2024-webinar,cloud suite,2024-07-19,2024-08-04,2024-08-03,Lead from Cold Call,,LATAM
LATAM-LEAD-000092,José,López,josé.lópez@futurotech.com.co,+54 9 52 4572-9231,FuturoTech,Jefe de TI,,Disqualified,web form,Brazil,RJ,36784.0,11452132.0,4136.0,Large,,,CUMBRE-TECH-2024,cloud suite,2024-08-31,,2024-10-11,Lead from Website,www.futurotech.com.br,LATAM
LATAM-LEAD-000093,Patricia,Oliveira,patricia.oliveira@cloudchile.com.br,+54 9 66 1487-7670,CloudChile,VP Marketing,Retail,New,Cold Call,Brazil,MG,85743.0,45476734.0,131.0,Large,A,74.0,,Analytics Platform,2022-08-30,,2022-11-03,Lead from Referral,www.cloudchile.com.br,LATAM
LATAM-LEAD-000094,Patricia,Pérez,patricia.pérez@cloudchile.com.ar,+55 21 97496-1099,CloudChile,gerente,Tech,Converted,Trade Show,Peru,,48264.0,13940990.0,4854.0,,A,11.0,t4-2024-webinar,cloud suite,2024-10-01,2025-03-30,2024-11-11,Lead from Website,www.cloudchile.com.br,LATAM
LATAM-LEAD-000095,Carlos,Santos,carlos.santos@digitalperu.com.br,+57 303850875,DigitalPeru,Gerente,Education,,Trade Show,Peru,BA,77191.0,18751973.0,2019.0,1-10,Cold,88.0,t4-2024-webinar,cloud suite,2024-01-05,,2024-03-04,Lead from Referral,www.digitalperu.com.br,LATAM
LATAM-LEAD-000096,Fernando,Silva,fernando.silva@futurotech.com,+56 210548322,FuturoTech,VP Marketing,,Disqualified,Trade Show,Peru,RJ,95727.0,22149796.0,,Large,Hot,,T4-2024-WEBINAR,Cloud,2024-02-11,,2024-04-03,Lead from Web Form,www.futurotech.com.br,LATAM
LATAM-LEAD-000097,Carlos,García,carlos.garcía@tecnobrasil.com.br,+54 9 77 3713-7793,TecnoBrasil,gerente,Healthcare,New,Website,AR,,13957.0,1391211.0,4239.0,,C,23.0,t4-2024-webinar,,2024-11-16,,2024-12-21,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000098,Carlos,López,CARLOS.LÓPEZ@dataargentina.com,+55 12 93933-2966,DataArgentina,,Technology,Qualified,Website,BR,MG,44676.0,14752685.0,4883.0,Medium,Cold,42.0,,,2024-02-28,,2024-04-30,Lead from Referral,,LATAM
LATAM-LEAD-000099,Laura,Morales,LAURA.MORALES@digitalperu.com,,DigitalPeru,CEO,Finance,Converted,Email Marketing,Argentina,,44899.0,27283723.0,491.0,201-1000,,57.0,T4-2024-WEBINAR,Analytics Platform,2022-10-20,2023-01-24,2022-11-26,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000100,Laura,Rodríguez,laura.rodríguez@tecnobrasil.com.co,+57 829789753,TecnoBrasil,Gerente,Retail,,Partner,,,76849.0,8076320.0,4679.0,Large,HOT,47.0,CUMBRE-TECH-2024,,2023-12-22,,2024-01-10,Lead from Cold Call,,LATAM
LATAM-LEAD-000101,Carlos,López,carlos.lópez@futurotech.cl,+54 9 95 3853-3210,FuturoTech,Gerente,Manufacturing,,Cold Call,Peru,RJ,63835.0,8744351.0,,Medium,,,EMAIL-NUTRICION,Cloud,2024-08-07,,2024-08-29,,www.futurotech.com.br,LATAM
LATAM-LEAD-000102,Patricia,Fernández,patricia.fernández@cloudchile.com,+54 9 88 4068-7097,CloudChile,VP Marketing,Technology,Converted,Trade Show,Brasil,,16403.0,16975777.0,2033.0,11-50,C,67.0,t4-2024-webinar,Analytics Platform,2023-05-23,2023-09-23,2023-08-07,,www.cloudchile.com.br,LATAM
LATAM-LEAD-000103,Miguel,Silva,miguel.silva@tecnobrasil.com.co,+55 88 91103-5996,TecnoBrasil,CEO,Technology,Disqualified,Trade Show,,SP,25493.0,,4719.0,Large,C,,t4-2024-webinar,cloud suite,2022-01-10,,2022-01-26,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000104,Miguel,Costa,miguel.costa@solucionessmart.com.br,,SolucionesSmart,VP Ventas,Technology,Converted,,BR,,14060.0,32612852.0,3517.0,1 to 10,Warm,33.0,,Cloud,2024-02-25,2024-08-14,2024-05-07,Lead from None,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000105,Carlos,Costa,carlos.costa@solucionessmart.com.br,+54 9 22 9621-8055,SolucionesSmart,Dir,Education,New,Advertisement,BR,BA,10881.0,20726152.0,997.0,51-200,C,9.0,t4-2024-webinar,Analytics Platform,2024-04-03,,2024-06-21,Lead from Partner,,LATAM
LATAM-LEAD-000106,Carlos,González,carlos.gonzález@example.com.ar,+51 292563393,,Gerente,Healthcare,Converted,Email Marketing,Peru,,19303.0,34703773.0,1730.0,Large,Hot,,t4-2024-webinar,Analytics Platform,2024-10-12,2025-02-17,2024-11-20,,,LATAM
LATAM-LEAD-000107,Isabel,Rodríguez,isabel.rodríguez@tecnobrasil.com.ar,+54 9 18 1084-8707,TecnoBrasil,VP Marketing,Education,New,Referral,Peru,,14471.0,46275002.0,2936.0,11-50,HOT,84.0,PROMO-NAVIDAD-2024,cloud suite,2023-07-09,,2023-08-22,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000108,Ana,Rodríguez,ana.rodríguez@tecnobrasil.com.br,+57 996754612,TecnoBrasil,,Manufacturing,Converted,Trade Show,,MG,42620.0,7949935.0,394.0,Large,HOT,,CUMBRE-TECH-2024,Cloud Suite,2022-05-31,,2022-06-01,Lead from Email Marketing,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000109,Maria,Pérez,MARIA.PÉREZ@digitalperu.com.ar,+54 9 97 4424-7268,DigitalPeru,VP Marketing,Healthcare,Nurturing,Web Form,Argentina,,99717.0,42267319.0,182.0,Large,Hot,,CUMBRE-TECH-2024,Analytics Platform,2022-02-07,,2022-03-22,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000110,Luis,Morales,luis.morales@futurotech.com.ar,+54 9 43 1338-9243,FuturoTech,gerente,Technology,Nurturing,Partner,Colombia,,89314.0,2956161.0,346.0,11-50,Warm,92.0,t4-2024-webinar,,2023-02-28,,2023-04-05,Lead from Referral,,LATAM
LATAM-LEAD-000111,Ricardo,Oliveira,ricardo.oliveira@futurotech.cl,+54 9 33 2954-2825,FuturoTech,Dir,,Converted,Partner,Brazil,,99619.0,10765760.0,2578.0,201-1000,HOT,60.0,EMAIL-NUTRICION,Security Suite,2024-02-15,2024-04-26,2024-03-21,,www.futurotech.com.br,LATAM
LATAM-LEAD-000112,Carlos,Pérez,carlos.pérez@cloudchile.com,+51 392379167,CloudChile,VP Marketing,Finance,Converted,Partner,CL,,42531.0,38769336.0,32.0,Small,A,17.0,t4-2024-webinar,Integration Tools,2023-02-07,2023-04-23,,Lead from Web Form,,LATAM
LATAM-LEAD-000113,Isabel,Pérez,,,,Gerente,Tech,Converted,LinkedIn,Brazil,RJ,11096.0,8774874.0,728.0,Medium,B,79.0,,Cloud,2022-01-13,2022-04-26,,Lead from web form,,LATAM
LATAM-LEAD-000114,Carlos,Fernández,,+54 9 12 5297-6553,DataArgentina,VP Ventas,TECH,Converted,LinkedIn,Colombia,,88309.0,7623836.0,1539.0,Medium,Hot,,t4-2024-webinar,Cloud,2022-12-04,2023-05-17,2022-12-21,Lead from Advertisement,www.dataargentina.com.br,LATAM
LATAM-LEAD-000115,Isabel,Rodríguez,isabel.rodríguez@solucionessmart.cl,,SolucionesSmart,CEO,Health,Qualified,Referral,Brasil,,,26224786.0,2880.0,,A,36.0,CUMBRE-TECH-2024,Integration Tools,2023-06-12,2023-07-01,2023-07-02,Lead from web form,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000116,Carmen,Oliveira,carmen@invalid,,DataArgentina,VP Marketing,Financial Services,New,Partner,BR,MG,,,1273.0,Medium,,,PROMO-NAVIDAD-2024,Security Suite,2024-10-07,,2024-10-15,Lead from Email Marketing,,LATAM
LATAM-LEAD-000117,Carmen,García,carmen.garcía@tecnobrasil.com.br,+54 9 17 7118-3112,TecnoBrasil,VP Ventas,Manufacturing,Contacted,Trade Show,Brasil,,50316.0,17907222.0,,Medium,B,46.0,PROMO-NAVIDAD-2024,Cloud Suite,2022-05-19,,2022-06-28,Lead from Advertisement,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000118,Carmen,Morales,carmen.morales@example.com,,,CTO,TECH,Contacted,Partner,Peru,,26129.0,13173362.0,4984.0,Large,B,71.0,EMAIL-NUTRICION,Integration Tools,2022-09-10,,2022-09-10,Lead from Advertisement,,LATAM
LATAM-LEAD-000119,Carlos,Oliveira,carlos@invalid,+51 299295704,InnovaColombia,VP Ventas,Technology,Contacted,web form,Chile,RJ,28829.0,40613915.0,1752.0,51-200,A,51.0,CUMBRE-TECH-2024,Security Suite,2024-09-06,,,Lead from Cold Call,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000120,José,López,josé.lópez@example.com,+55 78 95540-3305,,Gerente,Healthcare,Qualified,LinkedIn,PE,,42946.0,108925.0,,1 to 10,A,22.0,,Security Suite,2024-02-10,,2024-03-08,Lead from Advertisement,,LATAM
LATAM-LEAD-000121,Ricardo,Santos,ricardo.santos@cloudchile.cl,+55 59 90943-8250,CloudChile,Jefe de TI,Tech,NEW,web form,,SP,38984.0,,,Medium,B,27.0,t4-2024-webinar,Analytics Platform,2022-01-19,,,Lead from Website,www.cloudchile.com.br,LATAM
LATAM-LEAD-000122,José,Oliveira,josé.oliveira@example.com,+55 60 96583-5894,,,Technology,Nurturing,Advertisement,Brazil,,41200.0,2418826.0,2575.0,51-200,B,,CUMBRE-TECH-2024,Cloud Suite,2024-07-09,,2024-07-13,Lead from Trade Show,,LATAM
LATAM-LEAD-000123,Laura,Silva,laura.silva@cloudchile.com,+54 9 27 7082-1039,CloudChile,VP Marketing,Healthcare,Converted,Web Form,Brazil,,76631.0,24046467.0,3315.0,1000+,,36.0,,Integration Tools,2024-10-12,2025-02-01,2024-12-27,Lead from web form,,LATAM
LATAM-LEAD-000124,Fernando,García,fernando.garcía@example.com.br,+57 973883682,,Jefe de TI,Technology,Contacted,Trade Show,Peru,RJ,,29394267.0,1054.0,51-200,A,32.0,EMAIL-NUTRICION,Cloud Suite,2023-07-23,,,,,LATAM
LATAM-LEAD-000125,Fernando,Fernández,fernando@invalid,+56 835573274,DataArgentina,,Tech,Converted,Cold Call,BR,,49870.0,20244149.0,1333.0,Small,,95.0,,,2022-08-02,2022-10-28,2022-10-06,Lead from None,,LATAM
LATAM-LEAD-000126,José,García,josé.garcía@example.com.co,,,CEO,TECH,Converted,Trade Show,Peru,MG,85360.0,18287751.0,2668.0,,,79.0,CUMBRE-TECH-2024,Cloud,2024-09-16,2024-11-30,2024-11-04,,,LATAM
LATAM-LEAD-000127,Ricardo,Pérez,RICARDO.PÉREZ@innovacolombia.com,,InnovaColombia,VP Marketing,Financial Services,NEW,Partner,CL,,,21484635.0,4159.0,Medium,B,85.0,,Integration Tools,2022-01-08,,2022-02-22,Lead from Email Marketing,,LATAM
LATAM-LEAD-000128,José,Rodríguez,josé.rodríguez@example.com.co,,,CTO,,Converted,Web Form,Chile,,43469.0,10428473.0,2112.0,1000+,B,,,Cloud,2024-06-01,,2024-07-08,,,LATAM
LATAM-LEAD-000129,Ana,García,ana.garcía@futurotech.com.br,,FuturoTech,VP Marketing,Retail,Converted,Web Form,Peru,,30169.0,34506348.0,507.0,51-200,Hot,42.0,t4-2024-webinar,Cloud Suite,2024-05-22,2024-08-12,2024-07-29,,www.futurotech.com.br,LATAM
LATAM-LEAD-000130,Luis,Morales,luis.morales@dataargentina.com,+54 9 83 8978-3210,DataArgentina,CTO,Education,Converted,Cold Call,CO,,61018.0,35441324.0,,Small,Hot,45.0,EMAIL-NUTRICION,cloud suite,2023-03-12,2023-08-09,2023-04-19,Lead from Web Form,www.dataargentina.com.br,LATAM
LATAM-LEAD-000131,Isabel,Costa,isabel.costa@innovacolombia.com.ar,+54 9 31 5111-5428,InnovaColombia,VP Ventas,,Converted,Web Form,Argentina,BA,88704.0,9489338.0,2306.0,1 to 10,Hot,39.0,PROMO-NAVIDAD-2024,Cloud Suite,2023-05-30,,2023-08-10,Lead from Website,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000132,Luis,Pérez,luis.pérez@futurotech.com,+51 661224269,FuturoTech,VP Ventas,Retail,Converted,Web Form,CO,RJ,51943.0,34996590.0,4223.0,1000+,Warm,20.0,PROMO-NAVIDAD-2024,,2024-07-31,,2024-08-21,Lead from Partner,,LATAM
LATAM-LEAD-000133,Ricardo,Martínez,ricardo.martínez@futurotech.com.br,+54 9 99 1040-7290,FuturoTech,VP Marketing,Healthcare,Converted,web form,Argentina,SP,79419.0,6161815.0,4111.0,51-200,B,48.0,CUMBRE-TECH-2024,cloud suite,2023-07-28,2023-11-29,2023-09-05,Lead from None,www.futurotech.com.br,LATAM
LATAM-LEAD-000134,Carlos,López,carlos.lópez@cloudchile.com,+54 9 29 3805-4735,CloudChile,,,Converted,web form,Brazil,,66152.0,18402782.0,4451.0,Large,Hot,70.0,CUMBRE-TECH-2024,cloud suite,2023-04-28,2023-06-24,2023-06-24,Lead from Trade Show,,LATAM
LATAM-LEAD-000135,Isabel,López,isabel.lópez@example.com,+57 904175683,,CEO,Finance,Converted,,Brasil,SP,88974.0,,3037.0,,,,,Analytics Platform,2023-10-05,2023-10-25,2023-12-14,Lead from Partner,,LATAM
LATAM-LEAD-000136,Ana,Pérez,ana.pérez@tecnobrasil.com.br,,TecnoBrasil,Dir,Technology,NEW,Website,Chile,,81673.0,,4433.0,,,100.0,T4-2024-WEBINAR,Cloud,2022-11-15,,2022-11-18,Lead from Advertisement,,LATAM
LATAM-LEAD-000137,Miguel,López,miguel.lópez@tecnobrasil.com,+54 9 39 4668-5503,TecnoBrasil,gerente,,Converted,Partner,PE,MG,41799.0,3068810.0,2696.0,Large,,100.0,t4-2024-webinar,cloud suite,2022-08-31,2022-10-27,2022-09-24,Lead from Advertisement,,LATAM
LATAM-LEAD-000138,Isabel,González,isabel.gonzález@innovacolombia.cl,,InnovaColombia,Jefe de TI,Healthcare,Nurturing,Website,Brasil,,39182.0,47808251.0,2167.0,1-10,B,65.0,,Analytics Platform,2022-07-27,,,,,LATAM
LATAM-LEAD-000139,Isabel,Silva,isabel.silva@dataargentina.com.co,+57 979540035,DataArgentina,gerente,Consumer Goods,Converted,Referral,,,69026.0,36186237.0,,51-200,A,38.0,t4-2024-webinar,Security Suite,2022-11-09,,2023-01-13,,www.dataargentina.com.br,LATAM
LATAM-LEAD-000140,Isabel,Fernández,isabel.fernández@digitalperu.cl,+55 37 92207-6231,DigitalPeru,,Retail,Nurturing,Advertisement,CO,SP,75302.0,47506941.0,4936.0,51-200,HOT,65.0,EMAIL-NUTRICION,Cloud,2022-02-20,,2022-03-18,Lead from Cold Call,www.digitalperu.com.br,LATAM
LATAM-LEAD-000141,Maria,Martínez,MARIA.MARTÍNEZ@solucionessmart.cl,+54 9 42 9807-5054,SolucionesSmart,Dir,Tech,Nurturing,Partner,Brazil,RJ,60371.0,47681458.0,1457.0,11-50,C,73.0,CUMBRE-TECH-2024,Cloud,2023-09-16,,2023-09-26,Lead from Advertisement,,LATAM
LATAM-LEAD-000142,Patricia,Santos,patricia.santos@futurotech.com.br,+54 9 92 5696-2620,FuturoTech,CEO,Manufacturing,Converted,Trade Show,PE,SP,43442.0,13749651.0,3694.0,1000+,Hot,16.0,,cloud suite,2022-05-11,2022-05-22,2022-05-27,Lead from Trade Show,www.futurotech.com.br,LATAM
LATAM-LEAD-000143,Ana,García,ana.garcía@tecnobrasil.com,+56 698965667,TecnoBrasil,CEO,Tech,Converted,Partner,Colombia,,64458.0,5331775.0,,Small,,35.0,PROMO-NAVIDAD-2024,cloud suite,2022-11-07,,2022-11-11,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000144,José,Oliveira,josé.oliveira@innovacolombia.com.co,,InnovaColombia,,Education,New,web form,,,69289.0,22071296.0,2503.0,1000+,,,CUMBRE-TECH-2024,Cloud Suite,2023-07-05,,2023-08-01,,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000145,Maria,González,maria.gonzález@digitalperu.com.br,+54 9 72 3101-7219,DigitalPeru,CEO,Financial Services,,web form,Peru,BA,94259.0,41193478.0,2926.0,1 to 10,Cold,62.0,t4-2024-webinar,Integration Tools,2024-03-20,,2024-04-22,Lead from Trade Show,www.digitalperu.com.br,LATAM
LATAM-LEAD-000146,Carlos,García,carlos.garcía@solucionessmart.cl,,SolucionesSmart,CTO,Health,Converted,Partner,Colombia,,80247.0,153259.0,1985.0,201-1000,Warm,46.0,CUMBRE-TECH-2024,Integration Tools,2022-01-06,,2022-04-05,,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000147,Luis,Fernández,luis.fernández@innovacolombia.com,+56 168212310,InnovaColombia,VP Ventas,TECH,Contacted,Web Form,AR,,41963.0,43763140.0,786.0,,A,,,cloud suite,2022-11-01,,2022-11-07,,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000148,Fernando,González,fernando.gonzález@innovacolombia.com.ar,+54 9 31 2702-1242,InnovaColombia,,Health,Converted,Referral,CO,SP,63135.0,21580440.0,1065.0,Small,HOT,52.0,t4-2024-webinar,Cloud,2022-06-25,2022-09-17,2022-06-25,,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000149,Patricia,Costa,PATRICIA.COSTA@innovacolombia.com.ar,+55 33 93198-1888,InnovaColombia,VP Ventas,Health,Contacted,Partner,Chile,BA,12472.0,9368096.0,792.0,11-50,B,3.0,EMAIL-NUTRICION,Integration Tools,2023-05-16,,2023-05-29,Lead from Trade Show,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000150,Patricia,Fernández,patricia.fernández@cloudchile.com,+55 27 94552-1612,CloudChile,Gerente,Education,Converted,LinkedIn,Peru,,16185.0,9484379.0,793.0,1 to 10,Hot,14.0,PROMO-NAVIDAD-2024,Security Suite,2022-02-09,2022-05-29,2022-03-07,,,LATAM
LATAM-LEAD-000151,Ana,Costa,ana.costa@cloudchile.com,+57 829365886,CloudChile,CTO,Education,Converted,Cold Call,Argentina,,49052.0,28835800.0,1429.0,1000+,,34.0,PROMO-NAVIDAD-2024,,2024-01-15,2024-02-14,,Lead from Email Marketing,,LATAM
LATAM-LEAD-000152,Isabel,Costa,isabel.costa@example.com.co,+54 9 21 6482-3909,,VP Marketing,Tech,Converted,Email Marketing,Chile,SP,61129.0,24912290.0,4195.0,1-10,,13.0,CUMBRE-TECH-2024,Integration Tools,2023-05-12,2023-10-23,2023-06-28,,,LATAM
LATAM-LEAD-000153,Miguel,Fernández,miguel.fernández@solucionessmart.cl,+54 9 81 7680-3085,SolucionesSmart,Dir,Health,Converted,Email Marketing,,,60889.0,39854634.0,855.0,Small,HOT,,t4-2024-webinar,Integration Tools,2022-11-23,2023-02-01,2023-02-20,Lead from LinkedIn,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000154,Fernando,García,fernando.garcía@solucionessmart.com.co,+54 9 62 2659-7443,SolucionesSmart,gerente,Healthcare,Converted,Trade Show,Peru,RJ,81614.0,5278385.0,2913.0,201-1000,Warm,,,,2023-07-10,2023-10-24,,Lead from Web Form,,LATAM
LATAM-LEAD-000155,Isabel,García,isabel.garcía@example.com.br,+57 694735329,,Gerente,Health,NEW,Cold Call,CL,,27277.0,19257901.0,1619.0,1 to 10,B,56.0,EMAIL-NUTRICION,Analytics Platform,2022-09-25,,2022-10-30,Lead from web form,,LATAM
LATAM-LEAD-000156,Ricardo,Oliveira,ricardo.oliveira@futurotech.com,+54 9 48 1185-4526,FuturoTech,VP Marketing,Consumer Goods,Converted,Trade Show,CO,SP,24396.0,27856994.0,3149.0,1000+,HOT,,EMAIL-NUTRICION,Integration Tools,2023-08-31,2023-10-19,2023-09-03,Lead from None,,LATAM
LATAM-LEAD-000157,Carmen,García,carmen.garcía@dataargentina.com.br,+56 709548712,DataArgentina,Dir,Manufacturing,Converted,web form,Brazil,SP,40359.0,18346688.0,3444.0,Large,A,35.0,,cloud suite,2022-03-09,2022-04-22,,,www.dataargentina.com.br,LATAM
LATAM-LEAD-000158,Laura,Rodríguez,laura.rodríguez@dataargentina.cl,+55 61 90170-5635,DataArgentina,Dir,,,web form,PE,SP,,10941409.0,326.0,51-200,,15.0,EMAIL-NUTRICION,Cloud,2022-05-08,,2022-05-17,Lead from web form,,LATAM
LATAM-LEAD-000159,Luis,Oliveira,luis.oliveira@dataargentina.com.ar,+55 35 91223-7970,DataArgentina,Gerente,TECH,Converted,Advertisement,Peru,SP,87552.0,,3140.0,1-10,Warm,61.0,T4-2024-WEBINAR,cloud suite,2023-02-15,2023-05-11,2023-02-26,Lead from Referral,,LATAM
LATAM-LEAD-000160,José,Morales,josé.morales@dataargentina.com.br,,DataArgentina,gerente,,New,Referral,AR,,,42512863.0,1129.0,Large,Warm,77.0,PROMO-NAVIDAD-2024,Integration Tools,2023-09-26,,2023-11-30,Lead from Partner,,LATAM
LATAM-LEAD-000161,Miguel,García,miguel.garcía@dataargentina.com.br,+54 9 83 5690-3774,DataArgentina,CEO,,Contacted,Cold Call,Brasil,SP,,22616059.0,431.0,Medium,,23.0,EMAIL-NUTRICION,Cloud Suite,2023-05-05,2023-06-15,2023-06-06,Lead from Email Marketing,,LATAM
LATAM-LEAD-000162,Carmen,Oliveira,carmen.oliveira@example.com.br,+54 9 79 5520-9529,,gerente,Education,New,Partner,CL,,88365.0,4016091.0,,11-50,C,44.0,t4-2024-webinar,Integration Tools,2023-10-01,,2023-11-16,Lead from Trade Show,,LATAM
LATAM-LEAD-000163,José,Oliveira,JOSÉ.OLIVEIRA@example.cl,+54 9 11 8805-1369,,Gerente,Financial Services,,Trade Show,PE,SP,10667.0,25472053.0,3458.0,51-200,B,,t4-2024-webinar,Cloud,2022-06-26,,2022-07-09,Lead from Web Form,,LATAM
LATAM-LEAD-000164,Ricardo,López,ricardo@invalid,+54 9 34 9216-2823,FuturoTech,Director,Education,Contacted,Website,BR,,,,1279.0,1000+,Hot,60.0,CUMBRE-TECH-2024,cloud suite,2022-05-01,,,,www.futurotech.com.br,LATAM
LATAM-LEAD-000165,Patricia,Fernández,patricia.fernández@digitalperu.com.br,,DigitalPeru,Director,TECH,Converted,Referral,Argentina,SP,51211.0,29828976.0,1359.0,,Cold,0.0,EMAIL-NUTRICION,Security Suite,2022-03-07,,,Lead from Website,www.digitalperu.com.br,LATAM
LATAM-LEAD-000166,Isabel,Pérez,isabel.pérez@tecnobrasil.com.br,+55 46 95397-4974,TecnoBrasil,CTO,Financial Services,New,web form,Chile,RJ,76917.0,6516072.0,2161.0,1000+,HOT,58.0,CUMBRE-TECH-2024,,2024-08-09,,2024-08-25,Lead from Cold Call,,LATAM
LATAM-LEAD-000167,Fernando,Costa,fernando.costa@innovacolombia.com.br,+55 81 99587-2890,InnovaColombia,VP Ventas,Financial Services,Converted,LinkedIn,PE,MG,41398.0,27111147.0,122.0,Small,C,44.0,EMAIL-NUTRICION,cloud suite,2022-02-16,,2022-04-30,Lead from Web Form,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000168,Luis,Oliveira,,+55 29 98516-9900,TecnoBrasil,VP Marketing,Technology,,Partner,Brasil,MG,70253.0,30456500.0,3051.0,Large,Hot,,CUMBRE-TECH-2024,Analytics Platform,2024-05-08,,2024-05-19,Lead from Partner,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000169,Maria,Rodríguez,maria.rodríguez@tecnobrasil.com,+57 417570922,TecnoBrasil,CTO,Manufacturing,New,Advertisement,Colombia,RJ,11199.0,45419429.0,1163.0,1000+,Cold,65.0,T4-2024-WEBINAR,cloud suite,2022-10-14,,,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000170,Luis,Santos,luis.santos@solucionessmart.cl,+51 130917605,SolucionesSmart,VP Marketing,Healthcare,Converted,Advertisement,Peru,SP,31566.0,4222773.0,1754.0,201-1000,Cold,43.0,t4-2024-webinar,Cloud,2023-12-02,2024-05-04,2023-12-25,Lead from Referral,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000171,Fernando,Oliveira,fernando.oliveira@futurotech.com,+54 9 22 8952-5841,FuturoTech,VP Ventas,Consumer Goods,Converted,Cold Call,BR,,,11967092.0,2952.0,201-1000,Cold,48.0,,Analytics Platform,2023-04-09,,2023-04-09,Lead from Cold Call,www.futurotech.com.br,LATAM
LATAM-LEAD-000172,Carlos,García,carlos.garcía@dataargentina.com.br,+55 22 99585-1798,DataArgentina,Director,Consumer Goods,New,LinkedIn,PE,,39582.0,32796349.0,,1-10,Hot,,T4-2024-WEBINAR,Analytics Platform,2023-04-18,,2023-07-09,Lead from Referral,www.dataargentina.com.br,LATAM
LATAM-LEAD-000173,José,Martínez,JOSÉ.MARTÍNEZ@futurotech.cl,+54 9 89 3336-4717,FuturoTech,Gerente,Manufacturing,Contacted,Email Marketing,,RJ,,25941660.0,3849.0,Large,Warm,48.0,CUMBRE-TECH-2024,Integration Tools,2023-07-30,,2023-08-30,Lead from Referral,www.futurotech.com.br,LATAM
LATAM-LEAD-000174,Carmen,García,carmen.garcía@dataargentina.com.br,+51 915684902,DataArgentina,VP Marketing,Financial Services,NEW,Cold Call,Brazil,RJ,94935.0,36838075.0,,11-50,Hot,,PROMO-NAVIDAD-2024,Cloud Suite,2022-06-14,,2022-08-03,Lead from None,www.dataargentina.com.br,LATAM
LATAM-LEAD-000175,Isabel,Silva,isabel.silva@futurotech.com.co,+54 9 29 2173-3261,FuturoTech,VP Marketing,,Nurturing,,,,64274.0,33518884.0,,1000+,Cold,24.0,T4-2024-WEBINAR,Cloud Suite,2024-09-05,,,Lead from Advertisement,www.futurotech.com.br,LATAM
LATAM-LEAD-000176,Ana,Fernández,ana.fernández@cloudchile.com,+54 9 36 3077-8843,CloudChile,gerente,TECH,Contacted,Trade Show,Brasil,,99523.0,23084686.0,2802.0,201-1000,Cold,,T4-2024-WEBINAR,cloud suite,2023-05-14,,2023-05-17,Lead from Email Marketing,,LATAM
LATAM-LEAD-000177,Miguel,López,miguel.lópez@digitalperu.com.co,+55 54 93614-5078,DigitalPeru,,Education,Nurturing,Website,CL,MG,63835.0,29714257.0,4832.0,Medium,Cold,,,Security Suite,2023-01-12,,2023-01-27,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000178,José,Martínez,josé.martínez@tecnobrasil.com.br,+57 922395677,TecnoBrasil,VP Ventas,Finance,,Partner,,,51887.0,41297390.0,1775.0,1000+,B,9.0,PROMO-NAVIDAD-2024,Cloud,2024-04-26,,,Lead from Website,www.tecnobrasil.com.br,LATAM
